iteration,phase,jump_height_m,jump_height_cm,best_so_far_cm,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12
10,bo,3.941696055784602,394.1696055784602,394.1696055784602,-1.313425688663025,1.8511701522993853,-2.488883531649181,193.45350386472538,10.0,500.0,0.013993032030233186,0.4,0.2228404637994782,0.4523143649525123,0.05,0.05
11,bo,4.576869825902786,457.68698259027855,457.68698259027855,-1.5,1.8730308550152202,-2.5,192.4102993175088,10.0,500.0,0.01,0.4,0.050494133437123244,0.4734049256371508,0.05,0.41450481076621043
12,bo,5.861058565629218,586.1058565629218,586.1058565629218,-1.5,1.926983805310049,-2.5,189.46190871602323,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
13,bo,4.870836352674833,487.0836352674833,586.1058565629218,-1.5,2.4373540671852743,-2.5,182.52176234056384,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
14,bo,6.7360099083697635,673.6009908369764,673.6009908369764,-1.5,2.0353750766734082,-1.455510845741692,204.9919552521624,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
15,bo,3.1512100848579663,315.1210084857966,673.6009908369764,-1.5,2.0266835942377863,-0.7333128388992347,208.08678931362323,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
16,bo,6.583621384877411,658.362138487741,673.6009908369764,-1.5,2.0447384328367546,-1.8148682333629766,205.2732126395927,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
17,bo,6.493350504541173,649.3350504541173,673.6009908369764,-1.5,2.0236860085324864,-1.8114641813120311,199.59207939046627,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
18,bo,6.51677218586155,651.6772185861549,673.6009908369764,-1.5,1.8633492899143465,-1.7806035184847104,225.4389732870303,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
19,bo,6.587534858481115,658.7534858481115,673.6009908369764,-1.5,2.012875787173619,-1.811697514817879,206.1409891192577,600.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
20,bo,3.944413929268889,394.4413929268889,673.6009908369764,-1.5,2.043108277978525,-1.791164350945043,211.31488751354686,10.0,10.0,0.01,0.4,0.01,0.6,0.05,0.6
21,bo,6.446892202558777,644.6892202558777,673.6009908369764,-1.5,2.010583542174569,-1.7990442499070858,196.65690116238906,10.0,500.0,0.01,0.20443558436632014,0.01,0.6,0.05,0.6
22,bo,6.155920644900307,615.5920644900308,673.6009908369764,-1.5,1.878234647522224,-1.7678251910254037,199.85571150266344,10.0,500.0,0.01,0.4,0.01,0.6,0.30042493457845926,0.6
23,bo,0.07239808178295809,7.239808178295809,673.6009908369764,0.0,2.0471701365308603,-1.7973985871633222,199.90086392148382,10.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
24,bo,0.0,0.0,673.6009908369764,-1.5,2.5,-2.5,10.0,600.0,500.0,0.4,0.4,0.01,0.6,0.05,0.6
25,bo,7.019577859714156,701.9577859714155,701.9577859714155,-1.3299183939035837,1.7936104614153445,-1.8469190746670763,205.09760810432402,600.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
26,bo,7.249302282455407,724.9302282455407,724.9302282455407,-1.2472843447296187,1.6936012231385684,-1.8640157752150217,209.98510980797926,600.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
27,bo,1.3227237422688798,132.272374226888,724.9302282455407,-1.2336939763013697,1.5723219010601683,-1.8768660126129377,220.1880060279642,600.0,500.0,0.01,0.01,0.01,0.6,0.05,0.6
28,bo,7.443016413849085,744.3016413849085,744.3016413849085,-1.2781272208221919,1.8557873056623206,-1.8484206519924653,203.51213257377051,214.66036836606878,500.0,0.01,0.3237245352305851,0.01,0.6,0.05,0.6
29,bo,7.485133232659674,748.5133232659674,748.5133232659674,-1.2630500232058623,1.8369878045763155,-1.847056291050353,202.78128770102387,10.0,500.0,0.01,0.32363606501715925,0.01,0.6,0.05,0.6
30,bo,6.199297748092654,619.9297748092654,748.5133232659674,-1.2850973513599717,1.8656265663778557,-1.8241879139570114,199.98601262628657,579.6236052641174,500.0,0.01,0.32037751005878057,0.01,0.05,0.05,0.6
31,bo,6.069177572169745,606.9177572169746,748.5133232659674,-1.295492466231585,1.5802709862231314,-1.8243291638362646,212.60973414209872,10.0,500.0,0.01,0.3260790283424037,0.01,0.6,0.05,0.6
32,bo,7.342683946743396,734.2683946743396,748.5133232659674,-1.1861706877881546,2.0549572232298505,-1.861593453351014,215.08119991620006,233.694752151381,500.0,0.01,0.3456671369572932,0.01,0.6,0.05,0.6
33,bo,7.1234217023550785,712.3421702355079,748.5133232659674,-1.2158996236202335,2.0482811264294956,-1.8565147808631761,196.9814054789904,600.0,500.0,0.01,0.3344931429401322,0.01,0.6,0.05,0.6
34,bo,7.470993003655844,747.0993003655843,748.5133232659674,-1.199448542996483,2.0148403516240014,-1.87271182021601,210.78118445508161,10.0,500.0,0.01,0.3543158976315724,0.01,0.6,0.05,0.6
35,bo,7.48602410354106,748.6024103541059,748.6024103541059,-1.1953759518190634,1.9934204468379197,-1.8621515591348228,204.05472961578906,10.0,500.0,0.01,0.35997084569178595,0.01,0.6,0.05,0.6
36,bo,6.9339805396125005,693.3980539612501,748.6024103541059,-0.18092834798574975,0.5,-2.5,250.0,600.0,10.0,0.01,0.4,0.01,0.6,0.6,0.6
37,bo,8.431203261300778,843.1203261300778,843.1203261300778,-0.2968097331840749,0.5,-2.5,250.0,600.0,454.6169041654509,0.01,0.4,0.01,0.6,0.6,0.6
38,bo,8.352915701217187,835.2915701217187,843.1203261300778,-0.3122473834986632,0.5,-2.5,250.0,600.0,500.0,0.01,0.4,0.01,0.6,0.05,0.6
39,bo,6.793723407461804,679.3723407461804,843.1203261300778,-0.18621015156495102,0.5,-2.5,250.0,600.0,500.0,0.01,0.4,0.01,0.05,0.5595193616665983,0.6
40,bo,5.375284011913672,537.5284011913673,843.1203261300778,-0.5571965934259526,0.5,-2.5,250.0,600.0,489.0885932221365,0.01,0.4,0.01,0.6,0.5054058563837184,0.6
41,bo,10.721304786382902,1072.1304786382902,1072.1304786382902,-0.1069272739315612,0.5,-2.5,250.0,600.0,500.0,0.01,0.4,0.01,0.6,0.1414730803951751,0.6
42,bo,11.756845966153506,1175.6845966153505,1175.6845966153505,0.0,0.5,-2.5,250.0,600.0,500.0,0.01,0.4,0.01,0.6,0.16682681910603558,0.6
43,bo,6.9175390551622105,691.753905516221,1175.6845966153505,0.0,0.5,-2.5,250.0,10.0,500.0,0.01,0.4,0.27012473080019866,0.6,0.2156706188087522,0.6
44,bo,12.22862913191245,1222.862913191245,1222.862913191245,0.0,0.6972329530294012,-2.384750972881661,218.69508214901734,600.0,500.0,0.01,0.4,0.01,0.6,0.14657655663004068,0.6
45,bo,0.0,0.0,1222.862913191245,0.0,0.6233381864261559,-2.3261370232475813,196.78043651232963,600.0,500.0,0.01,0.4,0.01,0.6,0.15535229648297938,0.28432688201627704
46,bo,0.0010620164639931207,0.10620164639931207,1222.862913191245,0.0,0.6491594616955831,-2.5,140.01253422592544,600.0,500.0,0.01,0.4,0.01,0.6,0.1118043701833612,0.6
47,bo,12.821827853518158,1282.1827853518157,1282.1827853518157,0.0,0.7786673801297683,-2.3573408315727407,238.3766493499737,600.0,500.0,0.01,0.4,0.01,0.6,0.130985123694428,0.6
48,bo,0.019528508758955232,1.9528508758955232,1282.1827853518157,0.0,0.6564620676269134,-2.124297532761369,236.59218840167162,600.0,500.0,0.035045730684624354,0.4,0.01,0.6,0.16462304619507728,0.6
49,bo,12.863152405395308,1286.3152405395308,1286.3152405395308,0.0,0.7529856396277669,-2.4170322152843284,248.32126923241287,600.0,500.0,0.01,0.4,0.01,0.6,0.09962520043027731,0.6
50,bo,11.778629302070923,1177.8629302070924,1286.3152405395308,0.0,0.5,-2.397254447599988,246.16366358569493,600.0,500.0,0.01,0.4,0.01,0.6,0.1285450973183449,0.6
